"id","nom_groupe","tags","localisation","localisation_type","begin_date_year","type"
1040961,Abysmal Growls of Despair,"funeral doom metal, drone, despair",Toulouse,3,2013,2
1042727,Céline Bonacina,jazz,Belfort,3,1975,1
1043200,Henri Padovani,rock,Bastia,3,1952,1
1044056,Georgio,"french rap, hip hop",Les Lilas,3,1993,1
1046759,Seelentod,"mind, cosmos, melodic black metal, philosophy, universe",Agde,3,2007,2
1047074,Bertrand Chamayou,french pianist,Toulouse,3,1981,1
1047076,Kissamilé,"lo-fi, boom bap, chillwave, instrumental hip hop, hip hop, instrumental, downtempo, lo-fi hip hop",Nancy,3,,2
1047544,Music AutOmatik,"fabien g. brillant, electronic, brillant, art, leftfield, anti, g., g, music automatik, fabien, gaïa, champ, hors, music, france, french, hors-champ, automatik, stase, paris, gaia, antistase, g.brillant",France,1,1983,1
1048062,Figures in motion,"atmospheric rock, creative commons",France,1,2010,2
1048336,Jean-Philippe Muvien,jazz,Cagnes-sur-Mer,3,1975,1
1048976,Olivier Hutman,jazz,Boulogne-Billancourt,3,1954,1
1049442,Christophe Sirodeau,"french pianist, french composer, composer, pianist",Paris,3,1970,1
1049910,Alexandra Grimal,jazz,Cairo,3,1980,1
1052649,Adam Laloum,"pianist, french pianist",Toulouse,3,1987,1
1054373,Fakear,"indietronica, nu-jazz, electronic, downtempo, ambient, abstract hip-hop, deep house, wonky",Caen,3,1991,1
1054616,Domadora,"stoner rock, psychedelic rock, rock, jam, jam band",Paris,3,2011,2
1054677,Zhu Xiao-Mei,"classical, pianist",Shanghai,3,1949,1
1054916,Quatuor Modigliani,"string quartet, classical",Paris,3,2003,2
1056121,Ludovic Morlot,"classical, french conductor, conductor",Lyon,3,1974,1
1058990,Salut c’est cool,electronic,Paris,3,2010,2
1059482,Marc Bertaux,jazz,Paris,3,,1
1059503,Angélique Mauillon,"harpist, french mezzo-soprano, medieval and chant",Jura,2,,1
1060078,Vald,hip hop,Aulnay-sous-Bois,3,1992,1
1061017,Damien Guillon,classical,Rennes,3,1981,1
1061335,Thriakis Dub Destroyer,"dub, dubstep, electrodub, electronic, reggae",Paris,3,2006,
1061563,Cheri Cheri Jaguar,"new wave, shoegaze, post-punk, indie pop",Paris,3,2012,2
1062304,Feldub,"dub, reggae",Bordeaux,3,,2
1064335,Attralia,"intolerance, black metal, disasters, retaliation",Saint-Just-Saint-Rambert,3,,2
1065021,Daughters of Sophia,"spirituality, occultism, anti-nomianism, atmospheric black metal, sexuality, left-hand path, post-metal",Lyon,3,2011,2
1065195,Thylacine,"genius, génie",Angers,3,1992,1
1065416,Like Desolate Like True,"depressive black metal, atmospheric black metal",Lyon,3,2010,
1066703,Maria de la Pau,"pianist, classical",Prades,3,1950,1
1067102,Baise Ma Hache,"black metal, anti-modernism, history",Haute-Savoie,2,2013,2
1069084,Wheelfall,"stoner, sludge metal, doom, post-metal, sludge, rock, stoner rock, metal, post-hardcore, industrial metal, progressive metal, avantgarde",Nancy,3,2010,2
1069450,L’Impératrice,"paris, nu-disco, nu disco, disco, pop, microqlima, antoine bigot, odyssée, vanille fraise, matahari, parfum thérémine, erreur 404, antoine bisou",Paris,3,2012,2
1070187,Michel Bouvard,organist,Lyon,3,1958,1
1075643,Aephanemer,"symphonic metal, melodic death metal, metal",Toulouse,3,2013,2
1079331,Ars Antiqua de Paris,"folk, medieval",Paris,3,1965,2
1079344,Arvakh,"metaphysics, symphonic black metal, ambient, nihilism, esotericism, suicide",Marly-le-Roi,3,2005,2
1082292,The One Armed Man,"rock, blues rock",Strasbourg,3,2012,2
1084652,In Time Jazz,"era, in time jazz, intimejazz, 360, world, rock, jazz, electro, france, funk, intime, strasbourg",Alsace,2,2012,2
1085009,Aazar,"trap, trap edm",Paris,3,,1
1085806,FKJ,neo-soul,Tours,3,1991,1
1086563,Pomme,"ambient pop, singer-songwriter, folk, rock, chamber folk, folk pop, chamber pop, chanson française",Décines-Charpieu,3,1996,1
1087504,Colossus,deathcore,Nœux-les-Mines,3,2007,2
1089374,Thibault Cauvin,guitarist,Bordeaux,3,1984,1
1089674,Hiks,electro-pop-rock,Cléguérec,3,2006,2
1089966,Juniore,"french pop, indie pop, psychedelic pop, psychedelic, french, pop, surf, sixties, yé-yé, art pop",Paris,3,2013,2
1089969,Moh! Kouyaté,"singer-songwriter, folk, african blues",Guinea,1,,1
1090202,Fred Nardin,jazz,Saint-Rémy,3,1987,1
1092045,The Spectre,"rap, lyrical rap, london, hip hop",London,3,,1
1092084,Guillaume Musso,"book author, has german audiobooks",Antibes,3,1974,1
1092495,Pierre Charial,modern classical,Lyon,3,1943,1
1093522,"65 Mines Street","reggae, reggae-punk, ska",France,1,,2
1095287,Blandine Staskiewicz,"classical, french soprano, soprano",France,1,,1
1096248,Bigflo & Oli,"pop rap, french hip hop, hip hop, rap",Toulouse,3,2005,2
1096425,Vanished Souls,"downtempo, post, electro, rock",France,1,2006,2
1096439,Vanished Souls,"downtempo, electro, post, rock",France,1,2006,2
1097708,Etoile Filante,"space, black metal, ambient",Paris,3,2013,2
1098012,Art Melody,"rap, hip hop",Burkina Faso,1,1978,1
1098309,Sabine Devieilhe,"classical, french soprano, soprano",Ifs,3,1985,1
1098346,The Daedalus Spirit Orchestra,"fusion, progressive rock",France,1,2010,2
1100445,The Avener,"electro house, deep house, french electro, edm, house",Nice,3,1987,1
1101640,Rue de Prague,"alternatif, post rock",France,1,2013,2
1102054,Helioss,"black metal, metal, death metal, symphonic metal",Paris,3,2009,2
1103826,Edgar Moreau,cellist,Paris,3,1994,1
1104303,Surrenders,rock,Toulouse,3,,2
1105382,L’Entourage,hip hop,Paris,3,2008,2
1105436,Jérémie Papasergio,bassoon,Monaco,1,1972,1
1106178,Luke Mornay,"fortun8 fellaz, recording artist, remixer, producer, luke mourinet, ruff & jam",Guadeloupe,1,,1
1107726,Archipelagos,"death, black metal, end of mankind, apocalypse",Bretagne,2,2011,2
1108341,Scaphandre,depressive black metal,Paris,3,2011,2
1110077,Cendres,"darkness, misanthropy, black metal",France,1,,2
1110333,If the Kids,electronic,Paris,3,2011,2
1110607,Department of Correction,"_edit, grindcore, france",Paris,3,2008,2
1111456,Philippe Gleizes,jazz,Villeneuve-Saint-Georges,3,1968,1
1113318,Sick Sad World,"post-hardcore, hardcore punk",Nantes,3,,2
1113915,Sektarism,"religion, submisson, doom metal, satanism, metal, funeral doom metal, drone metal",Toulouse,3,2005,2
1115439,Witchthroat Serpent,"doom, metal, doom metal, doom stoner",Toulouse,3,2011,2
1116780,Secular Plague,punk,Paris,3,2012,2
1117634,Datcha Mandala,"stoner, heavy blues, blues rock, psychedelic rock, stoner rock, rock",Bordeaux,3,2009,2
1118939,Costin Miereanu,"electronic, ambient, minimalism, musique concrète",București,3,1943,1
1122166,Dominique Merlet,"pianist, french pianist",Bordeaux,3,1938,1
1122176,Georges Delvallée,"organist, french organist",Fourmies,3,1937,1
1123130,Feu! Chatterton,"art rock, rock, chanson française, art pop, nouvelle chanson française",Paris,3,2011,2
1124419,Copernic,"rock, creative commons, france",Aix-en-Provence,3,2013,2
1126427,Babel 17,"rock, post-punk, coldwave",Paris,3,1983,2
1127678,Ophiucus,"folk rock, progressive folk",Auvers-sur-Oise,3,1971,2
1129560,Kickblast,hip hop,Côtes-d'Armor,2,2011,2
1136600,Cepheide,"space, atmospheric black metal",Paris,3,2013,
1137841,René Mailhes,jazz,France,1,1935,1
1138781,Doudou Gouirand,jazz,Nice,3,1940,1
1139948,Rémi Gallego,"electronic, ost, france, video game music, vgm",Perpignan,3,1989,1
1140368,Jérémy Frérot,"chanson française, singer-songwriter",Bruges,3,1990,1
1141528,Magali Léger,"singer, soprano",Paris,3,,1
1141806,Shattergod,"exodus, megadeth, slayer, thrash, metal, thrash metal, heavy metal, seythenex, shattergod, annecy",France,1,2011,2
1142275,David Vincent et ses mutants,rock,Nancy,3,2005,2
1144919,Malevolentia,"black metal, symphonic black metal",France,1,2003,2
1145414,Mico Nissim,jazz,Nice,3,1947,1
1145757,Evohé,"paganism, old beliefs, mythology, black metal",Chambéry,3,2001,2
1146685,Kendji Girac,"french music, fixme label mess, variété française, gypsy music",Périgueux,3,1996,1
1147804,Jérôme Sabbagh,jazz,Paris,3,1973,1
1151068,Thierry Maillard,jazz,Puteaux,3,1966,1
1151734,Vincent Lê Quang,jazz,Aurillac,3,1975,1
1157763,François Tusques,jazz,Paris,3,1938,1
1158044,Marcus Gad,"reggae, roots",New Caledonia,1,1990,1
1158812,Christophe Marguet,jazz,Paris,3,1965,1
1162072,Benjamin Moussay,jazz,Strasbourg,3,1973,1
1163970,Benjamin Siksou,jazz,Ivry-sur-Seine,3,1987,1
1164628,French 79,"synth-pop, french touch, house, french, pop, electronic, french house",Marseille,3,,1
1164664,Clarys,"rock indépendant, rock, rock français, paris, french rock, poetry, alternative, indie, indie rock, chanson française, french",Châteauroux,3,,1
1165576,Gradur,hip hop,Roubaix,3,1990,1
1165983,François Cotinaud,jazz,Morocco,1,1956,1
1165985,Denis Colin,jazz,Vanves,3,1956,1
1167309,Bruno Tocanne,jazz,Paris,3,1955,1
1169648,Tetra Hydro K,"dubstep, dub, drum & bass, skank",Besançon,3,2010,2
1170450,Cléa Vincent,"pop, popsoul, french pop, chanson, psychedelic, electropop, alternative, indie, chanson française, new wave, french, synthpop",Paris,3,1985,1
1171081,Yseult,"pop, alternative r&b",Tergnier,3,1994,1
1171832,Worhs,"metal, black metal",Paris,3,2014,2
1171984,L’uZine,hip hop,Montreuil,3,,2
1175111,The Falcons,psychedelic rock,Sarralbe,3,,2
1176616,Minuit Machine,"new wave, synthesizer, synth wave, synthwave, synthpop, dark wave, synth, alternative, darkwave",Paris,3,2013,2
1176647,Sordide,"france, black metal, anti-fascism, violence",Rouen,3,2013,2
1177985,Dirty Deep,"blues, blues rock, folk, rock, garage",Strasbourg,3,2010,2
1179823,Michel Deneuve,"free improvisation, electroacoustic",Meaux,3,1955,1
1180337,Motis,rock,Jura,2,2001,2
1182088,Arden,dungeon synth,France,1,1980,1
1184045,Thierry Faure,"piano, composer, lyricist",Grenoble,3,1971,1
1184304,Pierre-François Dufour,drummer,Bordeaux,3,1984,1
1184321,Guillaume Latour,violin,Les Lilas,3,1981,1
1184561,Eric Filet,baritone,Île-de-France,2,,1
1184562,Jean-Marc Reyno,tenor,Martinique,1,,1
1185830,Airelle Besson,jazz,Paris,3,1978,1
1193770,Wiwex Quartet,jazz,France,1,2011,2
1195128,Butter Bullets,"hip hop, hip-hop/rap, hip-hop, rap",Besançon,3,2003,2
1198516,Vaudou Game,"funk, soul, afrobeat, afro-beat, afro soul, afrosoul",Lomé,3,,2
1199398,The Zombie Dandies,horror punk,France,1,2011,2
1199824,Carcereduro,"oi, viking rock, folk metal, oi!, vikingarock, metal",Paris,3,2009,2
1202225,Polo & Pan,"tropical house, electropop, house, space jungle",Paris,3,2012,2
1202396,Les 3 Fromages,"rock, rock'n'drôle, punk rock",Quiberon,3,2006,2
1205311,Fuzzy Vox,"power pop, garage, rock'n'roll, rock, garage rock",Joinville,3,,2
1206628,Yvonnick Prené,jazz,France,1,1984,1
1207312,Joe Bel,"singer-songwriter, folk",Grenoble,3,1988,1
1207329,Maya Kamaty,maloya élektrik,Réunion,1,1985,1
1208783,PNL,"rap, gangsta rap, hip hop",Corbeil-Essonnes,3,2015,2
1209213,Heavylution,heavy metal,France,1,2007,2
1209558,D-BangerZ,"electro, rap, drum and bass, hip-hop",Mulhouse,3,2011,2
1209894,Graceful,"electro rock, electronic rock, indie rock, alternative, stoner rock, rock",Nantes,3,2011,2
1210869,Autokrator,"doom metal, oppression, history, death doom metal, drone metal, death-doom metal, black metal, death metal",Paris,3,2014,2
1210926,Njie,zouk,Guadeloupe,1,,1
1216480,Ray Mond,"straitjacket, ray mond, blur, ugly, radiohead",France,1,2013,2
1219113,Kungs,"tropical house, house, edm, deep house",Aix-en-Provence,3,1996,1
1220191,Pierre Borel,jazz,Paris,3,1987,1
1221705,Maude Gratton,"keyboardist, organist, french keyboardist, french organist, classical",Niort,3,1983,1
1222278,Kazan,"screamo, metal, hardcore metal",Dijon,3,2005,2
1222279,After Taste,"metal, post hardcore",Dijon,3,2000,2
1223000,Sandrine Chatron,harpist,France,1,1974,1
1224315,In Cauda Venenum,"art, inheritance, life, post-black metal, fatalism, utopism, post-metal",Nevers,3,2010,2
1225623,Malaa,"edm, house, electronic",Paris,3,,1
1227088,Feder,deep house,Nice,3,1987,1
1227677,L'An2000,"coldwave, pop, new wave",Paris,3,2014,2
1234296,GreenShop,"soul, jazz, hip-hop, rap",Besançon,3,2011,2
1234376,Slimane,"eurovision 2024 artists, singer-songwriter, pop",Chelles,3,1989,1
1239123,Ar Skloferien,"folk, breton celtic folk music, celtic folk music, breton folk music",Nantes,3,,2
1239331,Melody,progressive rock,Argenteuil,3,,2
1240157,Nadavati,jazz rock,Vanves,3,,2
1241193,Saelig Oya,"atmospheric metal, progressive roc",France,1,2012,2
1241499,Souf,"pop rap, chanson française, pop",Nancy,3,1990,1
1244866,Tamarugo,"symphonic prog, jazz rock",Paris,3,1978,2
1248145,Absconditus,"black metal, misanthropy, fate, occultism",Paris,3,2010,2
1248358,Manipulator,"death metal, black metal",Rouen,3,2007,2
1249378,Voron,"metal, melodic death metal",Paris,3,2013,2
1251046,François Dumont,"french pianist, pianist",Lyon,3,1985,1
1252793,Ninho,"trap, french hip hop",Yerres,3,1996,1
1253088,Ofenbach,"house, dance, edm, english, deep house",Paris,3,2014,2
1257399,Patrick Bacqueville,jazz,Kiel,3,1950,1
1261601,Julien Chauvin,"violinist, classical, french violinist",Fontainebleau,3,1979,1
1263708,Nicanor Pol,"fais le pas, nicanor pol, nicanor",Democratic Republic of the Congo,1,1990,1
1264034,Séty Rixe,séty rixe,Paris,3,1984,1
1264333,Quatuor Hermès,"france, string quartet",Lyon,3,2008,2
1265034,Brouillard,"atmospheric black metal, silly name, brouillard, problematic last.fm scrobbling, _edit, self-titled",France,1,2013,2
1267473,Jean VOGUET,"acousmatic, electronic, noise, electroacoustic, contemporary classical, digital, jeanvoguet, geophony, heterotopias, musique concrète instrumentale, geophonodesy, 21st-century-composers",Annecy,3,1953,1
1268346,Alain Soler,jazz,La Seyne-sur-Mer,3,1964,1
1269638,Bruno Angelini,"free jazz, free improvisation, jazz",Marseille,3,1965,1
1270412,HUGEL,dance,France,1,1987,1
1270576,Niska,"french, rap",Villeneuve-Saint-Georges,3,1994,1
1272577,Møme,"dance and electronica, tropical house, chillwave",Nice,3,1989,1
1273115,Hermetic Delight,"rock, french",Strasbourg,3,2010,2
1274084,Avaric,"progressive folk, french folk music",Bourges,3,1977,2
1279066,Denis Raisin-Dadre,"recorder player, recorder",Vaux-sur-Mer,3,1956,1
1279296,Venefixion,"breton legends, death, black magic, death metal, curses, voodoo",Bretagne,2,2013,2
1279523,Hybride,progressive rock,Belfort,3,,2
1280021,Lifestream,"atmospheric black metal, black metal",Bordeaux,3,2012,2
1280057,Carine Bonnefoy,jazz,Toulon,3,1974,1
1281016,Quatuor Van Kuijk,"classical, string quartet, french string quartet",Paris,3,2012,2
1281721,Simon Tailleu,jazz,Martigues,3,1983,1
1282903,Naïssam Jalal,jazz,Paris,3,1984,1
1283584,André Villeger,"hard bop, jazz, post-bop",Rosny-sous-Bois,3,1945,1
1285327,Angellore,"gothic metal, post-metal, doom metal, atmospheric metal, atmospheric/doom-metal",Avignon,3,2007,2
1286214,André Robillard,"folk, french folk music",Sandillon,3,1931,1
1287360,Fiona Monbet,jazz,Seine-et-Marne,2,1989,1
1288082,Petit Biscuit,"electronic, chillout, electro, electronic music, chill",Rouen,3,1999,1
1294100,Metro Verlaine,"cold pop, french pop, indie rock, new wave, rock",Évreux,3,2013,2
1296165,Sumac Dub,"dub, reggae, electro",Grenoble,3,2015,2
1296743,David Grimal,"violinist, french, french violinist, classical",Paris,3,1973,1
1299046,Thomas Savy,jazz,Paris,3,1972,1
1302355,SCH,"hip hop, pop rap, french hip hop, gangsta rap, trap",Marseille,3,1993,1
1304856,BigSure,"psychedelic rock, stoner, rock",Nantes,3,2012,2
1304862,Heartlay,metal,Paris,3,,2
1308295,Bye Bye Dubai,"triphop, indie, alternative, trip hop, atmospheric, loop, low-fi",Lyon,3,2010,2
1309806,Tom Ibarra,"funk, ibanez, ibanez as200 artstar prestige guitar, endorsed by ibanez, 15yo, sacem prize, young talent, jazz guitarist, jazz funk, jazz fusion, composer",Hyères,3,1999,1
1309920,Aya Nakamura,"afrobeats, alternative r&b, r&b",Bamako,3,1995,1
1312717,Hats Barn,"war, profanation, human genocide, black metal",Lille,3,2005,2
1316470,Véhémence,"fantasy, black metal, medieval sagas, medieval black metal, melodic black metal",Paris,3,,2
1316526,Nicolas Dautricourt,"violinist, classical, french violinist",Chartres,3,1977,1
1317366,Dusty Mush,"garage rock, garage punk",Melun,3,2011,2
1322496,Electric Octopus Orchestra,rock,Perpignan,3,2006,2
1322755,Michel Sogny,composer,Pau,3,1947,1
1324135,OriàliX,"heavy metal, france",France,1,1983,2
1324671,Moon Circle,"stoner rock, stonerrock, heavy psych, stoner, psychedelic rock, heavy psychedelic, psychedelic, loud, rock, heavy rock",Dijon,3,2012,2
1328315,Stand Alone,"rock, progressive rock, progressive metal, instrumental",Saint-Saulve,3,2005,2
1328378,Aliisa Neige Barrière,"french violinist, classical, violinist",Paris,3,1995,1
1330134,Baptiste Herbin,jazz,Chartres,3,1985,1
1331894,Lutece,"battlefields, pagan events, european pride, epic black metal, black metal",Paris,3,2006,2
1332175,Irène Drésel,techno,Rueil-Malmaison,3,1984,1
1333820,External Use,"french band, rock, hard rock, californian",France,1,2015,2
1334160,Chilla,"hip hop, rap, french",Genève,2,1994,1
1336557,Sun Plexus,"post-punk, experimental, avant-garde, field recording",Strasbourg,3,1993,2
1341338,Vagabond,"indie rock, rock, stoner rock, psychedelic rock, post rock, postrock, desert rock",Angers,3,,2
1343461,Hollydays,"chanson française, pop, french, electro pop",Paris,3,2012,2
1344478,DTF,hip-hop,Ivry-sur-Seine,3,,2
1344627,The Psychotic Monks,"rock, psychedelic rock",Paris,3,,2
1346244,Anne Sila,"jazz pop, vocal jazz",Valence,3,1990,1
1346308,Ours Samplus,trip hop,Lille,3,2013,2
1347108,Abduction,"french, death metal, progressive/black/death-metal, wilderness, darkness, religion, progressive metal, misanthropy, black metal, death, history",Versailles,3,2006,2
1347825,Hubert Dupont,jazz,Versailles,3,1959,1
1348777,Carson Hill,"stoner rock, psychedelic rock, desert rock",Quimper,3,2013,2
1352499,AcoD,"thrash metal, black metal, melodic death metal, melodic black metal, death metal",Marseille,3,2006,2
1356412,Féroces,"rock, new wave, post-rock",Besançon,3,2015,2
1357118,Solystik,"hip hop, v.d.e - boz productionz, pardonne moi, musique triste, tu me manques, reste authentique, solystik, french hip hop, amazing, hip-hop, french, rap",Metz,3,1980,1
1357618,Alexandre Herer,jazz,Le Chesnay,3,1981,1
1357685,Trumpets of Consciousness,indie pop,Lyon,3,,2
1359767,Nécropole,"atavism, black metal, eschatology, esotericism",Ariège,2,2013,2
1360412,Baron Crâne,"progressive rock, math rock, psychedelic rock, psychedelic, jazz fusion, power trio, heavy fusion, stoner rock, rock",Paris,3,2015,2
1361588,Aodon,atmospheric black metal,Périgueux,3,2016,2
1365167,Oppressive Light,"depressive black metal, depression, inner suffering, sadness",Toulouse,3,2011,2
1366034,Fallakr,black metal,Morlaix,3,2013,2
1366500,Yohann Malory,rock,Antananarivo,3,1985,1
1368506,Luc Besson,has german audiobooks,Paris,3,1959,1
1370343,Paul Lay,jazz,Orthez,3,1984,1
1370345,Dominique “Dume” Poutet,jazz,Fontainebleau,3,1974,1
1370532,Pitt Poule,"jazz manouche, hip hop, jazz",Chambéry,3,2013,2
1372270,Claudio Capéo,variété française,Cernay,3,1985,1
1372486,Stonewitch,"metal, heavy metal, doom metal",Angoulême,3,2014,2
1372988,Léonie Pernet,"crybaby, léonie pernet, electronic, alternative, paris, indie pop, french, indie, experimental electronic, alternative electronic pop",Châlons-en-Champagne,3,1989,1
1374169,Laurent Coulondre,jazz,Nîmes,3,1989,1
1374170,Agathe Iracema,jazz,Paris,3,1990,1
1379551,Big Bernie,"alternative, alternative rock, progressive rock, math rock, dunkirk, lille, rock progressif, post-rock",Nord,2,2010,2
1381733,Maë,"neo soul, jazz, bossa",Paris,3,2015,2
1382157,Rïcïnn,"experimental, avant-garde",Paris,3,,2
1382354,Leto,"rap, #trapstar",Paris,3,1997,1
1383828,Au Champ des Morts,"collapse of civilizations, personal struggles, black metal, spirituality, cultural heritage",Limoges,3,2014,2
1386117,FT-17,"war, death metal, melodic black metal, history, world war i",Nantes,3,2015,2
1386667,Pierre Christophe,jazz,Bourges,3,1969,1
1386884,Pénitence Onirique,"self-discovery, metal, black metal, alchemy, esoterica, philosphy",Chartres,3,2015,2
1388911,Raven & Kreyn,"future house, house, electronic",France,1,2013,2
1391182,Gasmoney,"alternative rock, rock, blues, stoner rock, grunge",Albi,3,2010,2
1394417,Christophe Panzani,jazz,La Tronche,3,1975,1
1395047,Diaz,hip hop,France,1,1999,1
1400574,Fallen Squad,"rock, metal, stoner",Besançon,3,2016,2
1401252,Jean-Pierre Bertrand,boogie woogie,Saint-Germain-en-Laye,3,1955,1
1402773,The Black Peppers,"punk, metal, hardcore",Langres,3,2008,2
1402775,Kam Talium,"metal, trash, death",Langres,3,2004,2
1407836,Alain Joule,jazz,Marseille,3,1950,1
1411193,Catacombes,"prostitution, violence, alcohol, black metal",Nantes,3,2016,2
1411298,Eddy de Pretto,"rap, pop rap, french pop, chanson française, nouvelle chanson française",Créteil,3,1993,1
1411958,Nazrak,black metal,Chambéry,3,2016,2
1413015,Mysticisme,black metal,Strasbourg,3,2014,2
1414235,Lysistrata,"noise, indie rock, alternative, noise rock, energetic, post-rock, instrumental",Saintes,3,2013,2
1415873,Franglish,hip hop,Paris,3,1994,1
1416328,Yo Trane,"r&b, contemporary r&b",Libreville,3,1993,1
1418835,Juliette Armanet,"pop, chanson française, singer-songwriter, chanson",Lille,3,1984,1
1419179,The Blaze,"electronic, french house, electronica, house",Paris,3,2015,2
1419672,Supergombo,"world, rare groove, afro funk, jazz-funk-soul",Lyon,3,,2
1420669,Michel Pastre,jazz,Nîmes,3,1966,1
1421705,Spectrale,"esoteric, classical, post-rock, acoustic, cinematic",Bordeaux,3,,2
1425675,SKS Crew,"french, rap, hip-hop",Val-d'Oise,2,1998,2
1426016,Louis Pernot,lutist,Paris,3,1959,1
1426661,Julie Hassler,"soprano, baroque",Montpellier,3,,1
1432669,Moonskin,"heavy metal, metal, doom metal",Paris,3,2015,2
1438960,Tony Paeleman,jazz,Nice,3,1981,1
1439659,Darkroom,"post-rock, instrumental, metal, stoner, space, doom",Lille,3,2015,2
1440422,Iron Bastards,"rock and roll, hard rock, heavy metal",Strasbourg,3,2013,2
1440444,Johnny Mafia,"rock, post-punk, garage punk, garage rock, fuzz",Sens,3,2010,2
1440524,Richard Vieille,"french clarinetist, clarinetist, classical",Besançon,3,,1
1443458,Belly Button Window,"electro, electronic rock, electro rock, stoner, rock, stoner rock",Grenoble,3,2012,2
1448159,Régis Huby,jazz,Rennes,3,1969,1
1448219,Karv Du,black metal,Bretagne,2,2016,2
1448783,Raoul Vignal,"french folk, pop, modern folk, indie folk, indie pop, indie, acoustic guitar, singer-songwriter, folk, rock",Lyon,3,,1
1449785,Karne,"agony, black metal, death",Nancy,3,2011,2
1452337,Guilhaume Santana,"bassoonist, classical",Toulouse,3,1982,1
1453954,The Necromancers,"occult rock, rock, hard rock, heavy metal, heavy rock",Poitiers,3,2015,2
1455061,FalKor,"post-rock, electronic, trip hop",Dijon,3,2014,2
1458355,Stamina,hip hop,Paris,3,2011,2
1461168,The End,"power trio, free rock",Toulouse,3,2012,2
1462278,Ludovic Roubaudi,has german audiobooks,Paris,3,1963,1
1463808,Ophélie Song,"minimal, industrial",Paris,3,1989,2
1466061,Philippe Allain-Dupré,"french flutist, flutist",Brest,3,1956,1
1469136,Achile,"2001, achile, rap",Tours,3,2001,1
1470865,Dustycloud,"house, bass house, electronic",Paris,3,,1
1474997,Orotoro,"rock, metal, progressive metal, stoner rock, progressive rock",Bordeaux,3,2016,2
1481941,Carbon Killer,"retrowave, electronic, electro, darkwave, french touch, synthwave",France,1,2017,2
1483141,Camille Bertault,"jazz, vocal jazz",Paris,3,1986,1
1484317,Raggatek Live Band,raggatek,Lyon,3,,2
1489550,Kanine,jazz,Lyon,3,2012,2
1493579,El Royce,"stoner rock, blues rock, southern rock",Nantes,3,2002,2
1493581,Missingmile,"heavy rock, stoner rock",Saint-Lô,3,2010,2
1493583,Solar District,"rock, power rock, electro, pop",Nantes,3,,2
1493591,Hangman’s Blood,"sludge metal, stoner rock",Nantes,3,,2
1493594,Red Is Dead,"doom metal, stoner metal, metal, stoner rock, alternative rock",Angers,3,,2
1494995,Phil Reptil,jazz,Neuilly-sur-Seine,3,1964,1
1495929,Montagne,"post-hardcore, post-metal",Paris,3,2016,2
1496041,Goatvermin,"violence, black metal, death metal, blasphemy",Besançon,3,2009,2
1497860,Fanny Azzuro,jazz,Saint-Rémy-de-Provence,3,1986,1
1502254,Pascale Labbé,jazz,Clichy,3,1957,1
1503557,Jäger Blaster,"experimental rock, rock, stoner rock, psychedelic rock, psychedelic, stoner metal, stoner",Besançon,3,2013,2
1506115,Christophe Leloil,jazz,Caen,3,1973,1
1506362,Alexandre Kantorow,pianist,Clermont-Ferrand,3,1997,1
1506750,KO KO MO,"blues rock, alternative rock, rock",Nantes,3,2012,2
1506801,Marunata,atmospheric black metal,France,1,2017,2
1507223,Geysir,"instrumental, rock, ambient, electronic",Thoré-la-Rochette,3,2012,2
1508929,Grands Boulevards,"indie rock, dream pop, alternative, rock, synthpop, pop",Paris,3,2014,2
1514126,Seb,trap,Périgueux,3,1996,1
1514582,Wintereve,"metal, gothic metal, doom metal, melodic death metal, gothic doom metal",Pont-à-Mousson,3,2013,2
1516055,Camel Power Club,"pop, electronic surf music, alternative, indie",Bordeaux,3,2014,2
1516554,Lidiop,"reggae, senegalese, african.reggae, subway.singer",Dakar,3,,1
1516679,Rodolphe Lauretta,jazz,Amiens,3,,1
1521725,Waking The Sleeping Bear,"french, rapcore, fusion, nu metal, electronic, metal",Dole,3,2011,2
1521965,Deadly Vipers,"space rock, stoner metal, stoner rock, fuzz, desert rock",Perpignan,3,2010,2
1522798,Novae Militiae,"orthodox satanism, black metal, occultism, theology",Paris,3,2009,2
1523324,Hifiklub,experimental rock,Toulon,3,2006,2
1523979,Bill Valley,"post-rock, stoner rock, rock",Sedan,3,2015,2
1525546,Poste 942,"stoner rock, hard, heavy rock, rock burné, stoner, grunge, southern, rock",Tourves,3,2010,2
1527123,Whêh,"duo, psychedelic, sludge, stoner, metal, experimental, doom",Lyon,3,,2
1532283,Atomic Trip,"alternative, sludge, stoner, instrumental, doom metal, hard, fuzz, doom",Lyon,3,,2
1535048,Taphophilia,"darkness, disgrace, negativity, death, black metal",Crécy-la-Chapelle,3,,
1541406,Nyss,"noise, black metal, experimental",France,1,2015,2
1548476,Jessica Browning,"singer-songwriter, harp",United States,1,,1
1550965,Hell’s Strippers,"blues, rock, stoner, blues rock, hard rock",Clermont-Ferrand,3,2010,2
1554195,High Square County,folk music,Bordeaux,3,2015,2
1556967,Rachelle Plas,harmonica,Évreux,3,1992,1
1561838,Benaver,"punk rock, rock, french, punk, ska, rock français, festive, rock festif",Bourgogne,2,2002,2
1566027,Pierre Bertrand,jazz,Cagnes-sur-Mer,3,1972,1
1566308,LANDMVRKS,"metalcore, post-hardcore, hardcore",Marseille,3,2014,2
1567961,End of Mankind,"black metal, post-metal",Paris,3,2015,2
