"id","nom_groupe","tags","localisation","localisation_type","begin_date_year","type"
403228,Nuit Noire,"dreams, metal, light, the moon, black metal, fantasy, darkness, the night, fairies, french, childhood",Toulouse,3,1997,2
403397,Patxi Garat,"chanson, star academy, chanson française, français, francophone, france, french, rock",Saint-Jean-de-Luz,3,1981,1
403417,Roberto Alagna,"french tenor, tenor, classical",Clichy-sous-Bois,3,1963,1
404496,Pascal Devoyon,"pianist, classical, french pianist",Paris,3,1953,1
404497,Pierre Amoyal,"violinist, french violinist",Paris,3,1949,1
404976,Orchestre national de Lyon,"symphony orchestra, french orchestra, classical",Lyon,3,1969,5
406133,Orchestre Antiqua Musica,orchestra,Paris,3,1961,5
407278,Jean Guidoni,"french, todo-works, chanson française",Toulon,3,1952,1
409498,Yelle,"france, pop, francophone, français, electropop, french",France,1,2005,2
412490,Franck Amsallem,jazz,Oran,3,1961,1
412583,Mac Tyer,rap,Aubervilliers,3,1979,1
412754,Karma,breton,Le Relecq-Kerhuon,3,1996,2
413180,Soul Swing,hip hop,Marseille,3,1988,2
413417,Lieutenant Caramel,experimental,Mayet,3,1961,1
414291,Emmanuelle Haïm,"classical, harpsichordist, french harpsichordist",Paris,3,1962,1
414404,Basement,hip hop rnb and dance hall,Libourne,3,1996,2
414713,Malik Mezzadri,"france, jazz, francophone, flûtiste, flutist, français, french",Abidjan,3,1969,1
415416,Lionel Belmondo,jazz,Hyères,3,1963,1
415461,Olivier Latry,"organist, classical",Boulogne-sur-Mer,3,1962,1
415778,Olivier Caillard,children,Paris,3,1960,1
416778,Shy’m,"french, female, pop",Trappes,3,1985,1
417032,Norbert Krief,rock,Tunis,3,1956,1
417205,C2C,"cut-up, breakbeat, tunbalism, electronic, turntablism",Nantes,3,1998,2
418670,Sara Lazarus,jazz,Wilmington,3,1962,1
419311,Thierry Escaich,"french composer, organist, classical, contemporary classical, composer",Nogent-sur-Marne,3,1965,1
419856,Outrage,"punk rock, patchanka, french, punk, ska",France,1,1996,2
420807,Pascal Humbert,rock,France,1,,1
420823,Busy P,"hip house, french electro, electronic, hip hop, electro house",Paris,3,1975,1
420893,Jean-Pierre Riou,"guitariste, breizh, flûtiste, celtic rock, breton, celtic, français, francophone, france, folk, harmoniciste, french, guitarist, rock, celtique, brittany, harmonicist, flutist, bretagne, talabarder",Morlaix,3,1963,1
421175,Rolando Villazón,"tenor, mexican tenor, classical",Ciudad de México,3,1972,1
421808,Karine Deshayes,mezzo-soprano,Rueil-Malmaison,3,1973,1
423452,Laurent Boutonnat,"claviériste, keyboardist, arranger, arrangeur, compositeur, composer, producteur, producer",Paris,3,1961,1
423490,Nicola Sirkis,"lyricist, rock, compositeur, chanteur, french, new wave, parolier, composer, singer, français, francophone, france",Antony,3,1959,1
424318,Michel Pépé,"médidation, new age, musiques de relaxation",Paris,3,1962,1
424455,Hélène Mercier,"canadian pianist, classical, pianist",Montréal,3,1960,1
426590,SoKo,"classic pop and rock, queer",Bordeaux,3,1985,1
426793,Olivier Temime,jazz,Aix-en-Provence,3,1974,1
426877,Emmanuel Bex,"jazz, post-bop",Caen,3,1959,1
427247,Kavinsky,"french house, electronic, synthpop, synth, synth-pop, electro house, synthwave, italo house, outrun, french electro",Paris,3,1975,1
428695,Teenage Bad Girl,french,Paris,3,,2
429024,Ludovic Bource,academy award winner,Morbihan,2,1970,1
430015,Marc Chantereau,"percussion, disco, french artist",Paris,3,1947,1
430470,Nemo,"progressive rock, french",Le Puy-en-Velay,3,1999,2
430562,Stuck in the Sound,"français, indie rock, french, france, francophone",Paris,3,2002,2
430847,Bekhira,"occultism, anti-christianity, black metal, evilness",Paris,3,1995,2
431261,Vitaa,soul,Mulhouse,3,1983,1
431651,Christophe Maé,pop,Carpentras,3,1975,1
431674,Youssoupha,"rap, hip-hop, conscious hip hop, hip hop, hardcore, pop rap",Kinshasa,3,1979,1
432850,Hey Hey My My,"pop rock, rock, folk, indie rock",Paris,3,2005,2
433041,La Fanfare en Pétard,"rap, hip-hop, electro, jazz, brass band, dub, bass",Strasbourg,3,2001,2
435142,Christophe Willem,"dance-pop, nouvelle star, french, pop, french pop",Enghien-les-Bains,3,1983,1
435856,Lê Quan Ninh,"free jazz, free improvisation",Paris,3,1961,1
435947,Frank Braley,"pianist, french pianist",Corbeil-Essonnes,3,1968,1
436212,Grimlair,"suffering, depression, misanthropy, death, black metal",Poitiers,3,1998,2
436570,Mathias Malzieu,"producteur, français, guitariste, france, producer, guitarist, french, chanteur, francophone, singer",Montpellier,3,1974,1
436880,Stéphane Sednaoui,photography,Paris,3,1963,1
437013,Mass Murderers,punk,Saint-Brieuc,3,,2
437171,Pierre Hantaï,"harpsichordist, french harpsichordist, classical",Paris,3,1964,1
437173,Jérôme Hantaï,"pianist, french pianist, classical, viola gamba player",Paris,3,1961,1
437601,Jean‐Guihen Queyras,"classical, cellist",Montréal,3,1967,1
438627,Marcel Pérès,medieval,Oran,3,1956,1
439628,Goulamas'K,"ska, punk rock",Puisserguier,3,1999,2
440857,Markize,rock,Paris,3,2003,2
440968,Marina Quaisse,"trip hop, abstract hip hop, alternative hip hop, electronic",Le Havre,3,,1
441413,Xang,"progressive metal, crossover prog, progressive rock",Cambrai,3,1995,2
441872,Frank Eulry,"french keyboardist, keyboardist",Perpignan,3,1958,1
441953,Natalie Dessay,"french soprano, soprano, classical",Lyon,3,1965,1
442579,Michel Sanvoisin,"recordist, classical, flutist, flute",France,1,1943,1
442876,S Petit Nico,"compositeur, composer",Nemours,3,1982,1
443354,Sacrificia Mortuorum,"french history, paganism, black metal",Sainte-Marguerite,3,2000,2
444154,Hors contrôle,"oi, punk rock, punk",Montceau-les-Mines,3,2000,2
444286,B R OAD WAY,pop,Saint-Étienne,3,2003,2
444386,Dominique Di Piazza,jazz,Lyon,3,1959,1
444525,Nocturnal Depression,"black metal, depressive black metal",Grenoble,3,2004,2
444776,S.V.E.S.T.,"black metal, devil worship, metaphysics, theistic satanism, theology",Nantes,3,1997,2
445585,Éric Heidsieck,"classical, pianist, french pianist",Reims,3,1936,1
446195,Beat de Boul,hip hop,Boulogne-Billancourt,3,1995,2
446319,Jean‐Philippe Collard,"classical, french pianist, pianist",Mareuil-sur-Ay,3,1948,1
446517,Gérard Caussé,"performer, classical, french violist, violist",Toulouse,3,1948,1
446983,Deleted,"industrial, experimental, minimal wave, ambient",Lille,3,1959,1
448052,Michel Debost,"french flutist, classical, flutist",Paris,3,1934,1
449085,Juanito,turkish,Tunisia,1,1936,1
449897,René Urtreger,"post-bop, hard bop, jazz",Paris,3,1934,1
450176,Emmanuelle Seigner,french,Paris,3,1966,1
450351,Les Talens Lyriques,classical,Paris,3,1991,2
451090,Clara Morgane,pornstar,Marseille,3,1981,1
451225,Guillemette Laurens,"french mezzo-soprano, baroque music",Fontainebleau,3,1957,1
451284,Tristan Nihouarn,rock,Brest,3,1973,1
451796,Jean‐Philippe Lafont,"french baritone, baritone, classical",Toulouse,3,1951,1
453087,Tony Parker,hip hop,Brugge,3,1982,1
454035,Olivier Mellano,"pop rock, new",Paris,3,1971,1
454160,BB Brunes,"pop rock, pop/rock, garage rock revival, indie rock, rock, pop",Paris,3,2005,2
456894,jesus2099,"musicbrainz editor, chiptunes, demoscene, tracker",Nantes,3,1977,1
456978,Vannvidd,piano,Lyon,3,2005,2
457003,Turzi,"french, krautrock, rock",Versailles,3,2005,2
457608,Stéphane Moucha,"arrangeur, arranger",Most,2,1968,1
459525,Anaïs Lameche,"french, european, swedish",France,1,1987,1
460239,Julien Doré,nouvelle star,Alès,3,1982,1
460249,Danakil,reggae,Marly-le-Roi,3,2000,2
460915,Jeff Le Nerf,hip hop,Grenoble,3,1978,1
461512,Soïg Sibéril,acoustic guitar,Paris,3,1955,1
461762,Katé-Mé,breton,Bretagne,2,1995,2
461764,Nolwenn Korbell,"singer-songwriter, breton",Quimper,3,1968,1
461765,Dom DufF,breton,Plouescat,3,1960,1
462500,Benoît Poher,rock,Mantes-la-Jolie,3,1979,1
462501,Florian Dubos,rock,Saint-Germain-en-Laye,3,1980,1
465119,Christian Olivier,"parolier, lyricist",Mali,1,1964,1
465285,Battlehorns,"nihilism, black metal, satanism",Poissy,3,1997,2
466430,Cocoon,"folk, français, france, french",Clermont-Ferrand,3,2006,2
466431,Yael Naïm,"alternative rock, indie rock, singer-songwriter, israeli composer, rock and indie, indie folk",Paris,3,1978,1
468105,Danièle Dechenne,"pianist, classical, french pianist",Paris,3,1936,1
468173,David Reinhardt,jazz,Longjumeau,3,1986,1
468790,Yorgui Loeffler,jazz,Haguenau,3,1979,1
469058,Yvan Cassar,"pianist, pianiste, organiste, organist",Rennes,3,1966,1
471208,Yaron Herman,"jazz, alma",Tel Aviv,3,1981,1
472590,Benoît Sourisse,jazz,Grenoble,3,1964,1
474693,Redbong,"electro hip-hop, french",Saint-Étienne,3,1998,2
475135,Patrice Fontanarosa,"classical, violinist, french violinist",Paris,3,1942,1
475719,陳其鋼,"composer, classical, chinese",Shanghai,3,1951,1
476281,Cécile Corbel,"seen live, folk, harpist, singer, celtic",Pont-Croix,3,1980,1
476796,Thomas Dutronc,"french, français, francophone, france, jazz",Paris,3,1973,1
478106,Krepuskule,gothic metal,Paris,3,2002,2
478369,Moriarty,"country, folk, rock, blues",Paris,3,1995,2
478749,Jean-Charles Guichen,"acoustic guitar, breton",Quimper,3,1970,1
479927,Alain Planès,"french pianist, pianist",Lyon,3,1948,1
479995,François Moutin,jazz,Paris,3,1961,1
479996,Louis Moutin,jazz,Paris,3,1961,1
479997,Pierre de Bethmann,jazz,Boulogne-Billancourt,3,1965,1
479999,Benjamin Henocq,jazz,France,1,1977,1
480003,Christophe Wallemme,jazz,Paris,3,1964,1
480221,Sylvain Beuf,jazz,Paris,3,1964,1
480328,Celeste,"black metal, hardcore, lyon, french, metal, post-hardcore",Lyon,3,2005,2
480542,Daniel Yvinec,jazz,Vannes,3,1963,1
480543,Ibrahim Maalouf,"classical, trumpet, jazz, jazz fusion",Beyrouth,2,1980,1
481162,Faada Freddy,"hip hop, soul",Saint-Louis,2,1975,1
481560,Михаил Рудый,"pianist, classical, french pianist",Toshkent,3,1953,1
482660,Two Tone Club,"reggae, rocksteady, ska, franche-comté",Montbéliard,3,1999,2
483147,Guts,"hip hop, french",Paris,3,,1
484760,The Toxic Avenger,"electronic music, synthpop, electronic, new rave, electro house, space music, french, house, dark wave, electro, techno, video game, synth-pop, indie electropop, midtempo bass, post-synthwave, french electro, synthwave, neoclassical, cinematic rock, nu disco, french touch",Paris,3,1982,1
484782,François Le Roux,"french baritone, classical, baritone",Rennes,3,1955,1
485991,Jean‐Jacques Kantorow,"conductor, violinist, french conductor, french violinist, classical",Cannes,3,1945,1
486411,Lost Desert,coldwave,Paris,3,1986,2
486476,Gaspard Augé,"electro, electro house, french, français, france",Besançon,3,1979,1
486478,Xavier de Rosnay,"france, french, electro, français, electro house",Ozoir-la-Ferrière,3,1982,1
486479,Boris Bergman,lyricist,London,3,1944,1
486516,Peppermoon,"french pop, pop",Île-de-France,2,2006,2
488880,Doctor Flake,abstract hip-hop,Annecy,3,1974,1
488924,Mathé Altéry,"french soprano, soprano, chanson française",Paris,3,1927,1
488959,Jérôme Noetinger,"free improvisation, eai, experimental electronic",Marseille,3,1966,1
489650,François Couturier,"free jazz, free improvisation, jazz",Fleury-les-Aubrais,3,1950,1
489655,Jean-Louis Matinier,"chamber jazz, jazz",Nevers,3,1963,1
489680,Olivier Derivière,"game, vgm, france, video game music, soundtrack, composer, score, video game",Nice,3,1978,1
489858,Claude Lefebvre,"flûtiste, french, france, francophone, français, flutist",Paris,3,1962,1
489887,Laurent Lefèvre,"france, french, français, francophone",Charleville-Mézières,3,1969,1
490122,Guillaume Fontanarosa,"violinist, français, francophone, france, french, violoniste",Suresnes,3,1972,1
490155,Frank Loriou,"france, francophone, designer graphique, photographe, français, photographer, graphic designer, french",Lannion,3,1966,1
490512,François Leleux,obo,Croix,3,1971,1
490590,Sandrine Piau,"classical, french soprano, soprano",Issy-les-Moulineaux,3,1965,1
492030,Médéric Collignon,jazz,Villers-Semeuse,3,1970,1
492034,Philippe Jaroussky,"classical, french countertenor, countertenor",Maisons-Laffitte,3,1978,1
492772,Hervé Niquet,"classical, conductor, baroque, french conductor",Flixecourt,3,1957,1
492781,Jean-Paul Fouchécourt,tenor,Blanzy,3,1958,1
493801,Guillaume de Chassy,jazz,Paris,3,1964,1
493890,Max Boublil,"todo-works, french, comedy",Paris,3,1979,1
495411,Anne Gastinel,"classical, cellist",Tassin-la-Demi-Lune,3,1971,1
496344,Subway,psychedelic folk,Paris,3,,2
496608,Benoît Delbecq,free jazz,Saint-Germain-en-Laye,3,1966,1
497285,Pierre Hamon,"medieval, recorder player",Morlaix,3,1956,1
497482,ATK,hip hop,Paris,3,1995,2
497563,Pierre Boussaguet,jazz,Albi,3,1962,1
497614,Robert Massard,baritone,Pau,3,1925,1
499466,Rone,"electronic dance, intelligent dance, idm, synth-pop, electronica, ambient techno, minimal techno, downtempo",Boulogne-Billancourt,3,1980,1
499746,Michel Doneda,"jazz, free jazz, free improvisation",Brive-la-Gaillarde,3,1954,1
499891,Franck Avitabile,"jazz, piano",Lyon,3,1971,1
503645,Marie Möör,jazz,Seine-et-Marne,2,,1
504374,Patrick Gallois,"classical, conductor, flutist, french, french flutist, performer",Linselles,3,1956,1
504666,Sexypop,rock,Angers,3,2000,2
504890,Membrane,"sludge metal, noise rock, post-hardcore, metal, noise post hardcore, sludgecore, noise metal, sludge, noise, hardcore, french, rock",Vesoul,3,2000,2
506104,Jonathan Morali,"vgm, video game music",Paris,3,1980,1
507786,Michel Béroff,french pianist,Épinal,3,1950,1
509191,Kerion,"metal, symphonic metal, power metal, french, french metal",Nice,3,2002,2
510428,Pin‐Up Went Down,"avant-garde metal, experimental, avant-garde, progressive metal, metal",Rouen,3,2006,2
510833,Maxence Larrieu,"flutist, classical, french flutist",Marseille,3,1934,1
511704,Rainier Lericolais,"châteauroux underground, experimental, post-punk, dark ambient, synthwave",Châteauroux,3,1970,1
512356,Marielle Nordmann,"classic, harpist, harp",Montpellier,3,1941,1
514942,Bruno Fontaine,"france, français, francophone, french, pianist, pianiste",Épinal,3,1957,1
514946,Bernard Paganotti,"bassiste, bassist, jazz",Oran,2,1950,1
515292,Gaël Horellou,jazz,Caen,3,1975,1
516151,Mark Daumail,"français, francophone, folk, french, france",Clermont-Ferrand,3,1984,1
516152,Morgane Imbeaud,"français, francophone, france, singer-songwriter, folk, french",Clermont-Ferrand,3,1987,1
516769,Wart,"france, punk",Rennes,3,1981,2
517260,Le pélican frisé,ska,Nanterre,3,1992,2
517361,Onra,"future funk, hip hop",Trier,3,1981,1
518494,"1980","math metal, french metal, jazz metal, progressive, metal, experimental, progressive metal, french, jazz, instrumental, math rock",Avignon,3,2003,2
518741,Crusher,death metal,Mulhouse,3,1987,2
519251,Lux Incerta,"doom metal, gothic metal, metal",Paris,3,2000,2
520873,Philippe Graffin,"french violinist, classical, violinist",Romilly-sur-Seine,3,1964,1
521642,Fille qui mousse,"experimental rock, 70s",Paris,3,1970,2
523647,Les Nus,"rock, français, french, france, francophone",Rennes,3,1980,2
524540,Tanit,"french, 80s, post-punk, new wave",Paris,3,,2
524846,Armand Angster,jazz,Strasbourg,3,1947,1
524847,Sylvain Kassap,"jazz, free improvisation, free jazz, post-bop",Villemomble,3,1956,1
525409,Jiri Heger,film composer,Czechoslovakia,1,,1
525989,Empyr,rock,France,1,2007,2
526100,Marcel Loeffler,jazz,Haguenau,3,1956,1
527530,Jérémie Bossone,rock,Loudun,3,1977,1
527823,François Jeanneau,jazz,Paris,3,1935,1
529857,Renaud Capuçon,"french violinist, violin, violinist, classical",Chambéry,3,1976,1
529858,Gautier Capuçon,cellist,Chambéry,3,1981,1
530364,Tribeqa,"afro, rap, jazz, hip-hop, soul",Nantes,3,2003,2
533355,Alain Musichini,"accordionist, musette",Avignon,3,1962,1
533363,André Trichot,"conductor, accordionist",Yonne,2,1938,1
533535,Bensé,"french, folk",Nice,3,1980,1
534240,La Boussole,hip hop,Le Havre,3,,2
539739,Hantaoma,folk metal,Midi-Pyrénées,2,1997,2
543039,Carmen Maria Vega,"jazz, french, manouche",Guatemala City,3,1984,1
543132,Regnant and Thrall,"love, madness, black metal",Chambourcy,3,1994,2
543605,William Baldé,soul,Kindia,2,1971,1
543801,Dyster,"death, black metal, despair, sorrow, suicide, hatred",Besançon,3,2004,2
543913,Tånk,"spacerock, instrumental, krautrock",Brest,3,,2
544146,Stéphane Denève,"conductor, french conductor",Tourcoing,3,1971,1
544374,André Manoukian,jazz,Lyon,3,1957,1
544610,John & Jehn,"french, france, indie rock, francophone, indie, français",Angoulême,3,2006,2
546179,Breakbot,"synth funk, electronic, synthpop, house, electro, dance-pop, boogie, electro house, french house, funktronica, nu disco, nu-disco, contemporary r&b",Yvelines,2,1981,1
546953,Opéra de Nuit,"french cold wave, 80s, post-punk, new wave, cold wave, coldwave",Valréas,3,1981,2
548556,Decibelles,"noise, indie, indie rock, post-punk, punk, pop",Lyon,3,2006,2
549958,Long Chris,rock,Paris,3,1942,1
552974,Emmanuel Séjourné,composer,Limoges,3,1961,1
553626,Revolver,"french, pop, france, pop folk, francophone, français, folk",Paris,3,2006,2
556931,H‐Burns,"indie rock, rock, alternative, folk",Romans-sur-Isère,3,1979,1
557876,Lise de la Salle,"french, francophone, français, pianist, pianiste, france",Cherbourg-Octeville,3,1988,1
560520,Yves Torchinsky,jazz,Paris,3,1957,1
560701,Anoraak,"french, français, francophone, france, electronic",Nantes,3,,1
561775,Lucid Beausonge,"chanson française, singer-songwriter",Roubaix,3,1954,1
561840,Jacques Delacôte,"conductor, classical, french conductor",Remiremont,3,1942,1
563125,Thierry Pécou,"french composer, classical, composer",Boulogne-Billancourt,3,1965,1
563441,Yan Pascal Tortelier,"french conductor, debussy, classical, conductor",Paris,3,1947,1
565492,Anne Paceo,jazz,Niort,3,1984,1
566293,Pierrick Pédron,"jazz, contemporary jazz",Saint-Brieuc,3,1969,1
566785,Insane Vesper,"darkness, death, black metal, evil, satanism",Toulouse,3,2002,2
566828,Kristo Numpuby,"afropo, guitarist, world music, cameroon, afrofolk, cameroun",Paris,3,1964,1
567832,Aquaserge,"psychedelic, art rock, rock, french pop, experimental rock",Toulouse,3,2005,2
567849,Caravan Palace,"gypsy jazz, france, french, caravane palace, electro swing",Paris,3,2005,2
568013,鈴木健太郎,seen live,Tokyo,2,1973,1
568438,Sauveur Mallia,electronic,Toulouse,3,1949,1
569324,Jacques Mercier,conductor,Metz,3,1945,1
569828,Raphaël Imbert,jazz,Thiais,3,1974,1
571244,Jérôme Echenoz,"electropop, electronic, indie pop, pop",France,1,1976,1
571596,Loane,"contemporary chanson, chanson, french",Paris,3,1978,1
572165,taca,"friend, seen live",Okayama,2,1977,1
573565,S.P.A.,electro,Paris,3,2007,2
574436,Moon Prototype,"indus, rock, electronic, industrial, noise, ambient, french, metal, electro, indie, electronica, post rock, atmospheric, electro wave",Colmar,3,1998,2
574861,François Lelord,has german audiobooks,Paris,3,1953,1
575772,Edward Perraud,"free jazz, jazz, free improvisation",Nantes,3,1971,1
577995,Loy Ehrlich,jazz,Boulogne-Billancourt,3,1950,1
579136,DJ Assad,"francophone, dj",Paris,3,1982,1
580783,Nicolas Bacri,"classical, composer, french composer, to clean up",Paris,3,1961,1
580784,Jacques Boisgallais,"composer, french composer, classical",Le Mêle-sur-Sarthe,3,1927,1
581423,Lionel Suarez,jazz,Rodez,3,1977,1
581433,Naheulband,folk,Paris,3,2002,2
582452,Monarch!,"alternative, rock, metal, doom metal, canadian, drone, monarch",Bayonne,3,2002,2
584471,Paul Meyer,clarinet,Mulhouse,3,1965,1
584514,Balbino Medellín,french,Épinay-sur-Seine,3,1979,1
586943,Pierre Jacquet,jazz,Cherbourg-Octeville,3,1946,1
588532,Jean‐Claude Casadesus,"conductor, classical, french conductor",Paris,3,1935,1
588546,Patrice Maktav,"french, star academy",Annecy,3,1978,1
589191,Lise Berthaud,"classical, violist",Bourg-en-Bresse,3,1982,1
590648,Marie Chilemme,"français, francophone, france, french, altiste, violist",Toulouse,3,1988,1
590840,Jean-Marc Leclercq,rock,Lille,3,1961,1
590912,Jean‐Bernard Pommier,"classical, french pianist, pianist",Béziers,3,1944,1
592049,Alain Meunier,cellist,Paris,3,1942,1
594622,Screenatorium,"downtempo, trip hop",France,1,2006,2
595655,Keen’V,"rhythm and blues, dancehall, ragga",Mont-Saint-Aignan,3,1983,1
596309,Éric Le Sage,"pianist, french pianist",Aix-en-Provence,3,1964,1
596796,Pierre Estève,"vgm, soundtrack, game, game soundtrack",Cahors,3,1961,1
597172,Mosey,"francophone, français, france, hip hop, producteur, producer, french",Neuilly-sur-Seine,3,1985,1
597174,Pierre Sarkozy,"france, producteur, hip hop, français, francophone, producer, french",Neuilly-sur-Seine,3,1985,1
597201,Sophie Alour,jazz,Quimper,3,1974,1
597479,Michel Marre,jazz,Rodez,3,1946,1
597729,Boulou Ferré,jazz,Paris,3,1951,1
598358,Orelsan,"french hip hop, french, france, francophone, français, hip hop, pop rap, conscious hip hop, hardcore hip hop",Alençon,3,1982,1
599221,Gérard Marais,jazz,Enghien-les-Bains,3,1945,1
599344,Stéphan Oliva,jazz,Montmorency,3,1959,1
599347,François Raulin,jazz,Annecy,3,1956,1
601095,Xavier Charles,"experimental electronic, clarinetist, free improvisation, eai",Verdun,3,1963,1
601913,Naastrand,"metal, black metal",Lens,3,,2
602287,Sandra Nkaké,soul,Yaoundé,3,1973,1
602371,Oli de Sat,"producteur, new wave, francophone, france, french, composer, photographe, photographer, producer, français, compositeur",Nancy,3,1973,1
602382,François Régis Matuszenski,"french, français, francophone, france, new wave, rock",Paris,3,1966,1
602551,Blandine Rannou,"french harpsichordist, french performer, harpsichordist",Clermont-Ferrand,3,1966,1
602887,Pensées Nocturnes,"solitude, nihilism, neoclassical metal, nature, atmospheric black metal, avant-garde metal, black metal",Paris,3,2008,2
602956,Damien Lefèvre,"français, francophone, french, rock, france, bassiste, pianiste, bassist, pianist",Châtenay-Malabry,3,1974,1
603608,Andy Emler,jazz,Paris,3,1958,1
604244,Sophie Favier,pop,Lyon,3,1963,1
604448,Ronan Le Bars,breton,Côtes-d'Armor,2,1968,1
604638,Shaolin Temple Defenders,"funk, groove, soul",Bordeaux,3,2003,2
605660,Bagad Bro Kemperle,breton,Quimperlé,3,1949,2
607327,Miguel Serdoura,lutenist,Lisboa,2,1973,1
607826,Bernard d'Ascoli,"performer, pianist, classical",Aubagne,3,1958,1
608340,Nicolas Quemener,breton,Beaufort-en-Vallée,3,1964,1
608461,Soror Dolorosa,"post-punk, gothic rock, coldwave, dark wave",Toulouse,3,2001,2
609630,Fabrice Mauss,"lyon, rock, french",Lyon,3,1978,1
612409,Olivier Clerc,jazz,Lausanne,3,1950,1
613296,Nathalie Stutzmann,"french alto, alto",Suresnes,3,1965,1
613456,Luc Le Masne,jazz,Paris,3,1950,1
614004,Mondkopf,french,Toulouse,3,1986,1
615016,Dirtyphonics,"dubstep, drum and bass",Paris,3,2004,2
615026,Porcelain,"pop rock, french, france, francophone, français",Normandie,2,2001,2
615070,Raphaël Faÿs,"gypsy, jazz, french",Paris,3,1959,1
615404,Michel Cloup,rock,Toulouse,3,,1
615973,Wolfshade,"occultism, dream, lovecraft, black metal, darkness, myths",Dagneux,3,2005,2
616356,The Buttshakers,"soul, funk, r&b",Lyon,3,2007,2
616603,Bhale Bacce Crew,"ragga, reggae, french",Chartres,3,2000,2
617071,Yodelice,"france, folk, singer, indie, producer, french, guitarist, pop, composer, bassist, lyricist, indie pop, favoritos, arrangeur, parolier, arranger, producteur, bassiste, keyboardist, guitariste, compositeur, claviériste, chanteur, français, francophone",Créteil,3,1979,1
617080,Maxime Nouchy,"composer, guitarist, french, folk, france, francophone, français, singer, producer, bassist, guitariste, keyboardist, claviériste, chanteur, compositeur, bassiste, producteur",Créteil,3,1979,1
617977,Le Manège de Lola,"lyon, french",Lyon,3,,2
618389,Despo Rutti,"rap, french",Kinshasa,3,1982,1
618883,Otargos,"french, black metal",Bordeaux,3,2001,2
618923,Helel,"faith, black metal, industrial black metal, lucifer, industrial metal",Île-de-France,2,2007,2
619146,Kap Bambino,"classic pop and rock, electropunk, electronic",Bordeaux,3,2001,2
620034,Amandine Bourgeois,"soul, todo-works, nouvelle star, pop folk, français, francophone, france, french, pop",Angoulême,3,1979,1
620171,Sophie Agnel,jazz,Paris,3,1964,1
623149,College,synthwave,Nantes,3,1979,1
624153,Denis Leloup,jazz,Paris,3,1962,1
624161,Happiness Project,"dark wave, new wave, electro",La Celle-sous-Gouzon,3,2003,2
624373,Gilbert Amy,"french composer, composer, classical",Paris,3,1936,1
624375,Jean-Claude Éloy,to clean up,Mont-Saint-Aignan,3,1938,1
624966,M. Pokora,pop and r&b,Strasbourg,3,1985,1
625089,Vincent Peirani,jazz,Nice,3,1980,1
626248,Svart Crown,"thrash metal, noise, metal, blackened death metal, death metal, black metal",Nice,3,2004,2
628149,Eryn Non Dae,"metal, french, french metal",Toulouse,3,2009,2
628765,Gérard Poulet,"french violinist, classical, violinist",Bayonne,3,1938,1
629603,David Fray,"french pianist, pianist",Tarbes,3,1984,1
629665,Élisabeth Wiener,"french singer, french",Paris,3,1946,1
630577,Alexandre Tassel,jazz,Angers,3,1975,1
631090,Jean-Marie Salhani,"éditeur, publisher",Cairo,3,1949,1
631633,Pascal Danaë,"guitariste, guitarist",Paris,3,,1
632198,Amaury Vassili,"operatic pop, lyrical pop, crossover",Rouen,3,1989,1
635848,Marion Cotillard,"singer, chanteur",Paris,3,1975,1
636645,Betsy Jolas,"composer, classical",Paris,3,1926,1
636978,Île-de-France,"nu metal, alternative rock, hardcore, french, punk, france, français, funk, folk rock, funk rock, alternative, hardcore punk, alt-rock, alt rock, rif, identity rock, rock identitaire français",Paris,3,1995,2
637087,Kontingent,"rac, twats, fail, france, lame, fascist, oi!, oi, français, french, metal, rebelles européens, hard rock, heavy metal",Angers,3,1985,2
637477,Laurent Coq,jazz,Marseille,3,1970,1
638198,Vivenza,"industrial, noise",Vinay,3,1957,1
638404,Fossoyeur,hip hop,Courbevoie,3,,1
638659,Laurent Bardainne,"francophone, keyboardist, claviériste, french, france, français",Fougères,3,1975,1
638689,Carole Bellaïche,"francophone, photographer, french, france, français, photographe",Paris,3,1964,1
638695,Laurent Torres,to clean up,Paris,3,1975,1
638700,Christophe Monniot,jazz,Caen,3,1970,1
638843,Franck Bedrossian,composer,Paris,3,1971,1
639548,David Pasquet,"composer, francophone, france, talabarder, compositeur, french, français",Meulan-en-Yvelines,3,1970,1
640293,Alexis Kossenko,"conductor, french conductor",Nice,3,1977,1
640501,Dominique Cravic,"francophone, français, composer, guitariste, french, guitarist, compositeur, france",Dreux,3,1946,1
642063,Michel Onfray,"french, philosopher",Argentan,3,1959,1
644061,Claude Tchamitchian,"double bassist, contrebassiste, français, francophone, france, french, jazz",Paris,3,1960,1
644067,Nora Cismondi,"hautboïste, oboist, french, france, francophone, français",Valence,3,1978,1
644139,Diamatregon,"anti-religion, satanism, black metal",Grenoble,3,1997,2
644770,Terpandre,"progressive rock, symphonic prog",Lyon,3,1974,2
645092,Billy,rock,Châtenay-Malabry,3,1970,1
645385,Féfé,french,Clichy,3,1976,1
645387,Mustang,"rock, french, francophone, france, indie rock, français, indie pop",Clermont-Ferrand,3,2006,2
645705,Yves Castagnet,"organist, classical, composer, french composer, french organist",Paris,3,1964,1
646319,Ycare,nouvelle star,Dakar,3,1983,1
646322,Archimède,"todo-works, french",Laval,3,2004,2
648409,Guy Mattéoni,"french conductor, arranger, french pop",Marseille,3,1945,1
